median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
500001,4.5523,52,3257,735,1045,620,37.8,-122.44
109700,2.8182,22,2598,482,1151,490,39.76,-121.63
255600,4.9,5,4944,1164,1727,948,33.6,-117.75
117900,3.4044,48,1915,348,1060,376,33.97,-117.39
292900,3.892,33,3879,943,2113,843,34.19,-118.47
90200,2.3469,35,1166,268,515,266,37.74,-120.94
160200,4.4474,42,1370,299,1018,328,33.83,-118.22
212900,4.6437,19,2926,476,1349,480,38.65,-121.23
113100,2.5521,36,1135,231,614,227,33.9,-118.25
322600,4.95,36,1997,356,772,348,37.75,-122.45
118800,3.1189,43,1810,357,1335,358,33.9,-118.21
47500,3.1439,24,1297,297,441,282,37.4,-122.01
375000,4,52,3114,637,1144,591,37.75,-122.44
277300,6.0873,19,7034,1139,2824,1068,33.46,-117.65
500001,3.5682,23,1808,408,539,300,33.61,-117.92
108400,4.3958,35,2097,351,977,358,38,-121.31
325200,6.6632,29,2243,361,1051,352,33.86,-118.31
79700,2.7857,8,3096,684,1454,545,36.78,-119.85
95700,1.5427,28,2136,575,1799,476,33.95,-118.25
344000,8.4699,25,3196,406,978,419,38.58,-121.36
358500,5.399,34,1761,329,965,329,33.83,-118.34
279800,6.5143,29,1223,215,633,204,33.67,-117.59
70900,2.0221,20,1511,328,791,320,39.9,-120.93
360400,6.9695,18,8399,1144,3727,1107,33.98,-117.99
192700,4.4766,14,4155,787,2112,755,35.33,-120.83
219500,4.3942,44,1661,315,985,319,33.87,-118.14
266900,6.1256,16,1603,287,1080,296,37.41,-121.86
262500,3.5859,17,1692,427,903,423,33.67,-117.99
179200,2.6667,44,495,112,277,109,37.68,-121.77
126800,3.9028,35,3114,583,1974,545,34.69,-118.16
253500,4.4625,32,3058,562,1475,569,33.67,-117.91
63500,1.7411,17,1039,256,728,246,32.85,-115.57
379800,8.1111,13,1939,247,928,244,33.71,-117.77
220100,2.9312,25,2070,513,1078,460,33.79,-117.83
195400,4.6302,19,5407,838,1927,804,38.64,-121.31
422400,3.1392,52,2951,647,1448,591,37.78,-122.47
317900,4.4091,36,1538,256,671,247,37.62,-122.42
153300,3.3438,25,3696,953,2827,860,33.84,-118.08
212600,4.9777,34,1948,306,957,304,33.85,-117.99
183900,1.1875,17,1714,572,1590,568,34.06,-118.13
130800,2.5612,5,4116,761,1714,717,33.76,-116.87
300000,1.0612,15,1716,702,914,672,32.75,-117.21
264600,5.6825,24,3430,548,1601,512,33.71,-117.98
292200,4.9615,52,1180,216,467,197,37.98,-122.58
125800,3.7348,4,8866,1832,4775,1554,34.08,-117.36
185900,3.4896,17,1728,271,897,284,38.24,-122.61
433000,6.6689,32,1646,242,697,233,34.18,-118.63
253800,7.1997,13,4867,718,780,250,34.28,-117.17
118000,3.3125,49,1325,277,764,282,37.74,-122.15
220600,2.3042,36,1856,475,822,416,32.75,-117.24
458300,5.1271,36,2031,339,817,337,33.81,-118.37
267200,4.3125,52,1775,347,1102,367,37.72,-122.44
85100,2.6167,42,1531,326,1271,377,37.99,-122.34
84600,2.069,43,1036,233,652,213,37.75,-122.18
129800,5.3526,15,1852,316,906,298,34.07,-117.15
214800,4.0122,20,4725,881,2823,869,34.35,-119.09
297600,5.7984,20,3306,503,1374,460,38.28,-122.45
86500,1.6369,15,1927,427,810,321,39.13,-122.87
214600,3.55,27,1839,392,1302,404,33.04,-117.27
141900,3.3958,39,1612,342,912,322,37.77,-122.17
316300,4.6905,52,3675,649,1553,639,37.98,-122.58
132000,2.212,19,2298,511,1246,513,34.96,-120.42
109400,3.311,17,3608,682,1694,666,38.56,-121.33
144000,2.5917,43,1351,277,1011,297,38.41,-122.78
117500,4.8958,21,739,125,199,82,34.07,-116.98
137800,3.0938,46,1316,244,452,245,38.56,-121.43
152600,3.9803,35,1623,331,1462,312,34.03,-117.96
108300,2.1212,16,3806,794,1501,714,37.35,-118.18
210700,4.1083,6,1727,506,1200,439,34.14,-118.26
350000,2.1637,46,1759,1012,2716,877,34.06,-118.29
61200,1.3221,30,2288,474,1435,425,36.81,-119.88
140100,4.412,8,3157,559,1758,569,38.35,-121.94
112100,2.4322,12,5876,1222,2992,1151,33.96,-116.97
500001,11.2463,22,4240,532,1480,514,37.25,-121.99
72300,2.1563,29,2654,667,1822,593,34.12,-117.24
226200,5.0704,15,14058,2486,8997,2497,34.02,-117.9
234800,5.5779,16,1538,260,835,259,33.65,-117.65
34400,2.1458,22,354,121,530,115,36.72,-119.78
158800,3.3021,34,2144,372,899,378,38.92,-121.05
309900,7.7889,26,2296,275,842,263,34.19,-118.88
265700,4.475,43,1454,234,683,258,37.94,-122.07
97600,2.1607,35,1090,267,1339,263,33.94,-118.23
112800,2.2007,21,2876,802,2487,795,36.61,-121.84
71800,5.3946,27,336,60,195,68,39.15,-121.63
165500,4.6696,32,1053,207,1038,222,33.92,-117.94
172600,3.75,42,1073,220,804,226,34.21,-118.35
109100,1.6597,36,1062,270,1136,273,33.96,-118.23
129400,3.9118,46,1222,236,819,251,37.96,-122.33
110000,1.7238,33,1950,1047,3707,1012,34.06,-118.26
39400,1.5429,42,1120,255,677,213,35.33,-119.01
49200,2.0857,22,1389,290,1185,271,36.44,-119.48
279800,4.9702,14,5231,817,2634,799,36.98,-121.57
71800,3.4083,36,1581,288,832,291,38.53,-121.42
104200,4.2917,6,1265,227,764,246,36.29,-119.79
183900,3.7844,4,2498,775,1213,631,37.25,-121.87
115300,3.4044,18,1802,332,945,292,36.68,-119.41
222200,3.5586,26,2500,962,2374,879,37.39,-122.01
331900,5.269,36,1407,231,676,231,33.84,-118.34
104400,2.8393,15,2654,530,1267,489,37.31,-119.64
136300,3.375,46,844,147,423,161,32.66,-117.09
216300,2.5804,16,2962,898,1555,795,37.31,-121.91
59300,1.2171,33,1210,288,850,238,34.11,-117.26
146200,5.5,33,828,123,373,133,37.68,-121.01
376600,5.2519,50,2589,569,945,544,37.76,-122.44
378100,5.7837,49,1657,266,613,270,37.59,-122.38
106000,2.9137,46,1750,347,754,356,37.66,-120.99
195600,4.8359,35,1724,311,992,315,34.26,-118.45
92600,2.5195,20,1727,386,730,342,37.96,-121.33
104800,2.2339,45,1489,339,791,316,33.99,-118.31
107300,3.0507,52,2050,492,1277,463,38.11,-122.24
97200,3.2465,5,2320,502,1245,489,39.11,-121.62
300000,2.0714,31,1312,376,1178,330,33.99,-118.47
447100,5,44,773,120,405,121,34.11,-118.04
217700,3.0187,24,2642,696,1649,633,34.21,-118.58
174100,4.7019,35,1213,221,790,243,37.63,-122.09
114300,3.072,15,4065,841,1986,680,37.69,-120.97
500001,6.091,28,3506,563,1362,483,34.46,-119.51
206300,5.3638,3,5710,919,2874,886,34.14,-117.55
232700,3.0833,25,1769,440,1371,414,33.89,-118.35
186200,4.8661,24,3459,573,1336,544,38.64,-121.28
162500,2.4117,16,3049,609,1675,618,38.35,-122.72
230200,4.125,32,1530,301,666,276,33.91,-117.91
207400,4.5268,42,1342,291,551,266,37.89,-122.33
39600,1.0513,35,853,296,1228,289,36.74,-119.79
228900,6.314,9,13255,1739,5001,1627,38.7,-121.06
94100,2.395,35,2011,349,970,300,36.25,-119.69
87100,1.1765,36,847,212,567,159,37.74,-122.19
71800,3.176,14,2719,502,1497,457,35.59,-119.35
148900,2.734,26,4263,1037,2199,1010,32.77,-117.04
145300,3.2083,21,1519,388,1203,366,33.87,-117.88
74900,1.9643,41,2764,639,2122,600,37.63,-121.01
500001,7.6986,23,8277,1290,3176,1159,33.75,-118.38
268900,4.6406,45,2005,368,909,364,33.99,-118.36
83300,1.4844,52,280,71,217,71,32.67,-117.11
304100,2.9384,38,3235,769,1284,752,33.77,-118.16
286500,5.3743,28,2948,566,1445,524,33.87,-118.34
270100,4.39,27,3789,874,2243,866,37.55,-122.29
162000,5.5875,3,5542,828,2506,806,34.07,-117.14
158800,1.7991,43,2006,472,1687,463,34.03,-118.15
393800,6.2045,29,2476,434,1217,416,37.31,-122.04
292900,5.2503,49,2812,478,1329,490,34.1,-118.11
222800,5.0225,16,2085,394,1705,391,37.29,-121.82
142500,4.3111,3,9169,1512,3838,1270,33.84,-116.47
171100,3.1779,41,2004,481,1658,456,33.8,-118.26
399300,7.9393,8,2865,389,1376,417,37.74,-121.98
500001,15.0001,37,2716,302,809,291,34.09,-118.41
500001,4.8,40,2790,531,952,424,33.61,-117.91
173300,5.2949,33,1984,289,842,276,38.65,-121.27
116700,2.1927,27,5484,1205,2645,1131,34.01,-117.05
138900,4.8889,5,2987,457,1821,485,34.11,-117.39
500001,9.1373,52,2568,345,1102,345,34.11,-118.13
289600,6.1287,4,22128,3522,10450,3258,34.01,-117.75
169900,2.9539,19,2129,562,1323,525,33.2,-117.36
210200,3.1771,52,1038,220,482,215,37.77,-122.25
126900,3.9128,30,2992,516,1521,507,33.94,-117.44
251900,4.5,18,2021,353,912,329,38.46,-122.91
163300,3.225,9,2073,404,916,373,38.66,-120.98
173300,2.364,21,2423,560,1098,503,38.29,-122.46
114200,2.8681,12,3653,993,3215,854,33.9,-118.17
86400,4.0375,29,2321,367,1173,360,32.78,-115.57
257800,6.1493,16,5175,799,2717,813,33.62,-117.66
113600,2.8705,5,2232,488,1857,435,37.94,-121.24
136900,4.5625,20,2822,479,1372,455,36.78,-119.53
81100,2.8194,24,1143,245,608,240,36.75,-119.85
58400,2.1779,36,1437,331,1073,320,37.6,-120.98
83300,2.7361,21,2370,540,1488,554,34.86,-118.17
198900,5.2606,43,1758,347,954,312,33.82,-118.2
320800,3.2121,37,3112,716,1304,674,32.69,-117.18
352700,5.3473,41,1912,308,896,314,34.23,-118.24
165500,4,38,1471,329,1207,335,33.8,-118.28
225000,3.6128,10,2606,748,1373,680,34.16,-118.37
225000,3.2292,52,1691,301,618,239,36.47,-120.95
119400,4.0119,26,712,140,293,100,38.92,-122.77
224100,8.5325,14,2113,256,842,265,35.35,-119.09
296200,6.439,6,9859,1448,4194,1401,33.06,-117.25
500001,4.7105,41,2237,597,938,523,33.86,-118.4
145500,3.8529,12,6751,1153,3266,1134,34,-117.48
143000,4.1645,14,2763,456,1914,465,32.7,-117.07
159500,4.5096,21,4152,703,2255,697,32.85,-116.91
174100,4.8274,21,1738,295,983,298,32.57,-117.12
155500,2.6051,45,1747,484,1680,441,34.09,-118.23
189400,3.168,17,4924,1247,3080,1182,37.55,-121.97
356000,6.0286,44,1802,306,753,282,33.96,-118.41
214600,3.8646,36,2831,573,1462,569,33.84,-118.16
297400,3.9659,8,1705,400,886,391,34.41,-119.53
163500,3.0083,25,1799,557,3416,538,33.74,-117.88
272300,4.6554,11,3478,588,1693,582,34.62,-120.08
143800,4.0018,14,7355,2408,3100,2051,37.84,-122.3
141100,3.4211,34,1582,343,1356,324,33.91,-118.09
204700,4.375,35,1139,197,772,233,33.89,-118.11
245800,2.8958,10,199,41,61,56,33.93,-118.37
88300,1.625,20,743,171,395,168,39.79,-121.59
167000,3.6731,35,2108,405,1243,394,33.92,-118.03
247000,2.3214,6,3725,960,2833,915,33.36,-117.25
254500,6.0573,24,4841,894,2656,920,37.36,-121.97
87600,2.3205,29,2819,637,1683,608,34.1,-117.36
175000,2.7928,48,2012,422,893,394,32.77,-117.12
254200,3.2685,52,2156,458,872,445,37.77,-122.25
144000,4.175,52,653,128,296,121,37.78,-122.17
90600,1.5326,52,1331,346,1144,362,33.97,-118.26
161700,2.1602,31,1135,355,1717,368,34.05,-118.01
118800,2.3798,32,2837,617,1393,595,33.96,-117.41
130100,4.0125,28,1433,270,1001,278,34.97,-120.43
96900,1.1468,39,2078,561,1901,504,33.94,-118.27
180900,4.0417,14,2598,759,1584,703,33.65,-117.91
450000,4.6477,52,1457,292,621,315,37.76,-122.45
129500,5.6485,26,1793,244,653,235,38.57,-121.36
181300,2.4375,29,1005,152,513,149,33.99,-117.64
222500,3.9219,24,3071,544,1477,560,36.67,-121.67
95600,3.1821,9,11810,2181,6716,2081,34.44,-117.35
342000,3.8141,52,2088,388,908,375,34.08,-118.35
281500,4.5493,43,1769,387,1102,377,37.66,-122.43
141100,4.2207,22,3611,666,1869,649,33.91,-117.48
158800,4.1366,10,2775,717,1581,633,33.71,-117.93
146900,2.895,18,1573,396,1200,365,33.91,-118.08
405400,3.3571,52,1210,168,411,172,37.77,-122.26
150000,2.4398,22,886,173,595,161,37.09,-120.65
278100,5.1104,30,2862,544,1387,542,37.27,-121.93
55500,1.8857,31,1620,366,1154,348,36.08,-119.01
171900,7.2371,10,1039,174,317,109,34.22,-117.15
225700,6.9501,5,4246,689,1933,722,33.66,-117.69
140300,4.5659,5,8352,1555,3723,1389,34.67,-118.17
266800,4.3864,28,3410,746,1428,670,37.89,-122.07
220600,4.3553,15,4145,691,1872,680,39,-121.15
203400,5.4872,7,10223,1491,5205,1509,33.91,-117.59
190500,3.5192,26,1664,344,1024,339,34.1,-117.79
69400,1.5372,23,1459,373,1148,388,32.99,-115.54
106700,3.4432,39,2650,511,1537,495,34.07,-117.63
70500,1.9688,43,2285,479,1169,482,40.79,-124.17
153800,4.0357,30,1856,339,1103,379,32.73,-116.99
450000,4.0432,29,4910,871,3438,904,36.58,-121.88
443000,4.1316,52,1837,343,711,355,34.44,-119.71
136100,2.3506,50,1966,413,985,403,34.95,-120.43
335000,3.6969,35,622,170,278,139,34.39,-119.59
235200,3.6336,27,6341,1289,2899,1192,34.14,-117.98
155900,4.9236,5,2256,420,1246,397,37.73,-121.06
135400,3.4722,40,1340,313,766,271,37.66,-122.09
350000,1.4722,52,329,109,291,102,34.42,-119.7
148800,2.3029,45,2612,664,3117,584,34.18,-118.15
380600,8.0837,25,4044,551,1699,533,37.3,-122.01
52500,2.0901,27,1827,509,852,450,38.56,-121.37
130400,2.517,30,3626,834,1577,806,38.63,-121.4
254900,4.4286,44,3043,619,1316,607,33.84,-118.14
71000,1.5227,22,1540,364,610,268,33.89,-116.63
79000,2.5179,36,2349,528,1194,465,40.69,-124.27
251900,3.7273,21,3349,737,1952,718,36.97,-121.98
137200,3.4911,6,3660,646,1243,482,35.08,-118.61
162000,3.8036,26,617,112,251,110,32.75,-117.22
191100,4.7019,14,8374,1407,2916,1295,33.15,-117.11
73800,2.1094,44,711,140,384,116,34.91,-120.6
132500,2.4213,12,1086,294,870,290,32.58,-117.11
35000,2.3832,39,8193,1747,6852,1597,34.59,-117.37
236800,4.6793,14,1750,336,852,300,33.68,-117.78
276100,6.1946,27,5205,859,2363,888,34.27,-118.27
288900,1.6081,35,1989,634,1108,593,34.09,-118.35
393100,6.4313,17,6725,1051,3439,1027,37.08,-121.56
137500,1.5357,52,1059,281,627,273,38.44,-122.72
351300,8.003,18,9117,1248,3280,1167,37.82,-121.98
186200,4.275,37,588,121,436,104,33.85,-117.94
140900,2.9519,43,729,172,935,174,34.26,-118.43
69400,1.3882,15,1171,328,1024,298,32.8,-115.56
96300,2.5,23,1152,273,1077,235,33.63,-116.2
92800,3.125,9,5904,1165,3489,1063,34.54,-117.32
72400,2.1094,27,2199,527,744,316,39.02,-122.69
500001,9.3464,25,3437,428,1198,411,37.28,-122.02
125800,3.87,26,2353,389,1420,389,34.7,-120.43
113300,2.0817,43,1235,385,1745,372,34.01,-118.27
88800,2.9107,43,2453,490,1093,438,37.97,-121.32
358500,8.4443,17,3785,494,1527,507,34.15,-118.84
261000,5.0206,8,1885,286,835,290,34.95,-120.4
160600,3.2292,34,1759,353,2083,330,33.74,-117.89
108200,2.7014,33,905,205,989,222,32.6,-117.06
157900,3.8586,45,1816,398,1524,388,33.81,-118.21
275000,2.5938,45,350,62,187,63,37.55,-120.85
48000,0.9951,42,1185,358,1038,299,35.38,-118.97
240100,3.9444,18,3584,715,1673,661,37.54,-121.99
114800,3.5417,25,2443,444,868,342,38.96,-119.98
150000,2.7125,40,1695,374,1138,357,34.03,-118.3
437300,7.0315,42,2461,379,1179,360,34.14,-118.06
84200,2.6923,41,1719,372,844,336,40.88,-123.98
57900,1.3654,47,1064,245,603,190,39.51,-121.56
223900,3.7772,26,3924,781,2332,725,33.85,-117.88
270700,5.0736,41,2869,563,1627,533,34.11,-118.07
72100,2.8648,29,1133,221,918,239,33.73,-116.23
135800,4.51,9,5306,993,2630,925,34.08,-117.16
328000,7.9887,15,2099,322,873,307,33.69,-117.8
161200,2.875,34,1796,428,918,424,32.77,-117.03
142600,4.6029,15,2380,385,1292,388,37.99,-121.84
125000,2.3173,27,1632,492,1171,429,37.79,-122.24
230400,4.875,26,1417,264,817,261,33.69,-117.95
315500,6.065,5,2262,427,1016,402,33.55,-117.68
189300,4.3882,24,5321,1063,4011,1047,33.74,-117.92
500001,6.6054,13,3942,585,1542,515,34.72,-120.04
102000,2.0562,41,1547,415,1024,341,37.77,-122.2
114000,2.4375,49,1320,309,1405,328,34.08,-118.2
135000,4.0921,20,2192,406,1766,393,32.69,-117.07
112500,1.9338,43,1420,472,1506,438,37.78,-122.23
55000,2.0227,22,1432,335,746,296,33.87,-117.95
500001,4.5486,52,1900,290,665,276,37.58,-122.37
468800,4.0882,52,2083,491,1224,483,37.79,-122.44
69100,2.6218,14,3677,863,2191,785,36.31,-119.77
184000,4.0288,35,1216,225,893,228,33.86,-117.93
332000,5.0863,30,3298,634,1532,602,37.25,-121.95
341300,5.6431,52,1274,235,558,219,37.85,-122.25
233300,2.6875,16,1957,408,865,369,36.98,-121.91
443800,7.7072,34,1879,265,729,263,37.84,-122.02
138800,2.3221,17,5236,1325,3308,1233,32.79,-116.96
232900,3.9352,25,5675,1224,3317,1119,33.94,-118.16
166900,3.225,19,2310,471,1341,441,35.48,-120.65
337600,6.9021,33,1993,371,918,361,33.87,-118.38
153500,3.5887,44,2195,449,1377,417,34.19,-118.16
207900,2.8777,13,2887,853,2197,800,33.9,-118.35
350000,3.1359,38,3195,828,2410,778,37.73,-122.48
350000,2.9293,52,2165,580,1067,530,37.78,-122.46
147500,3.7083,26,503,69,293,59,33.92,-116.99
78800,2.2723,36,1354,258,771,267,38.67,-121.37
283800,5.2837,27,1318,216,495,191,32.81,-117.21
53100,1.27,28,1729,419,929,370,41.41,-122.37
266700,3.7321,36,1199,232,551,229,38.01,-122.64
271600,3.9917,17,6745,1547,2688,1535,33.63,-117.95
227600,4.7027,14,4412,924,2698,891,37.32,-121.8
162500,2.3125,18,793,148,186,59,39,-122.7
98800,1.4063,51,498,115,368,112,34.06,-117.73
271300,5.6762,16,5323,795,2493,779,34.23,-119.03
105800,1.9762,52,1171,318,1126,276,34.06,-117.75
182100,4.121,16,3424,698,1940,645,32.96,-117.03
382100,3.5055,47,5416,1115,2177,1027,37.97,-122.57
160300,3.4821,34,1489,326,1389,313,34.29,-118.42
106500,3.6362,6,5661,1287,2943,1162,34.17,-117.32
129800,3.9922,35,3414,580,1761,522,32.68,-117.05
229100,3,35,865,226,602,217,37.63,-122.41
132700,2.5833,37,1705,403,1839,410,33.92,-118.21
187500,2.1357,28,1072,331,692,321,32.8,-117.24
287500,1.7542,31,2275,823,2189,720,34.08,-118.31
257800,2.4912,29,4656,1414,2304,1250,37.81,-122.25
250000,2.1902,37,818,269,576,261,37.33,-121.94
211300,5.1321,23,4247,835,2357,823,37.55,-122.05
136500,0.8691,18,549,143,249,136,38.78,-121.24
370000,3.3702,52,1968,472,784,430,37.76,-122.44
146900,3.6563,18,1703,360,354,163,39.17,-120.18
500001,15.0001,35,249,31,268,29,34.13,-118.04
500001,9.0064,36,4760,610,1511,572,37.9,-122.18
500001,12.0933,10,1325,189,427,162,37.98,-122.46
219400,5.411,33,1620,283,868,275,34.14,-117.94
206700,4.6635,28,1784,311,735,278,37.64,-122.1
120100,4.2891,13,2032,348,1038,344,34.41,-117.32
231700,6.9308,18,2112,340,1048,315,33.88,-117.83
136100,1.8932,44,1870,389,1345,391,34.18,-118.16
111500,2.9821,17,5497,1056,997,408,38.25,-120.34
151700,3.3687,47,843,194,800,180,34.28,-118.44
249000,4.5556,34,4648,806,2282,814,37.57,-122.48
123600,2.2663,44,2262,647,3009,657,32.79,-117.17
341200,4.375,29,2209,444,952,403,34.2,-118.32
136800,4.625,7,4371,727,1932,654,35.16,-118.51
200000,2.5643,32,2916,528,1466,473,37.78,-121.04
500001,10.0973,25,8272,1132,3392,1132,33.74,-118.35
269600,5.6931,18,4326,655,1753,646,37.97,-122.1
89500,1.9479,50,1187,261,907,246,37.76,-122.18
422500,7.6864,16,4428,664,1677,623,37.53,-122.25
116300,3.7583,33,1694,333,1689,301,34.07,-117.79
65800,1.8816,33,2149,498,631,273,41.06,-122.34
101900,2.125,37,1149,280,1016,250,33.88,-118.22
181800,3.0685,33,2373,552,1673,571,33.87,-118.15
500001,15.0001,52,1202,142,408,138,34.07,-118.41
244900,4.0324,26,5574,1025,2607,988,33.81,-117.84
143800,3.0969,26,3604,734,2605,704,38.42,-122.72
161800,5.0258,12,1859,393,622,316,33.89,-117.92
500001,14.2867,49,2418,301,850,318,34.07,-118.46
146200,2.4,28,1073,241,652,238,38.44,-122.73
81800,0.7683,38,1493,370,1144,351,37.76,-122.19
257200,3.9464,42,2628,525,1494,523,34.11,-118.08
181300,2.1074,24,1494,494,814,459,33.65,-117.91
330800,2.5172,31,1738,422,746,355,36.97,-121.94
500001,6.48,44,2146,394,851,355,34.03,-118.5
154400,4.6875,33,619,139,1217,146,33.74,-117.89
225000,1.8269,32,1347,444,825,303,39.24,-120.02
112500,3.2104,25,1818,577,1426,532,33.74,-117.84
247200,5.7117000000000004,16,2437,438,986,422,33.69,-117.98
191100,4.7266,16,1580,241,917,261,32.92,-117.13
403400,8.3188,12,6488,778,2404,765,37.81,-121.96
228700,5.6344,24,4759,921,3188,902,37.41,-121.9
99800,2.0673,44,1521,289,1074,285,33.97,-118.3
188700,6.1872,19,1891,266,678,255,38.66,-121.27
258700,3.8167,21,4723,882,2210,768,34.07,-117.87
112800,3.1917,6,5110,1044,1938,724,34.57,-117.1
48300,1.3594,36,1528,347,1334,304,36.95,-120.04
220800,5.1695,2,17978,3217,7305,2463,33.89,-117.52
68600,1.9342,32,2293,466,1538,468,36.39,-119.31
159100,2.5909,31,2567,624,1255,582,32.76,-117.09
103500,1.6901,36,2016,505,1807,464,33.99,-118.26
369700,4.8068,46,1437,266,607,263,37.55,-122.32
68400,2.033,16,2275,659,1914,614,35.74,-119.23
165900,3.5902,39,3167,669,2789,619,33.72,-117.87
123200,1.7014,37,1466,529,1835,500,34.04,-118.34
186800,3.5385,24,7637,1705,4647,1623,34.3,-119.29
171400,3.8864,42,1787,296,921,287,37.61,-121.09
177700,3.1964,31,2019,417,872,386,32.79,-117.09
394900,7.8774,15,1969,332,822,324,37.21,-122.09
94500,4.3021,8,569,97,312,96,34.18,-116.02
71200,2.8,20,2302,412,1205,399,39.15,-121.74
105000,2.5551,12,2776,592,1236,489,37.43,-119.98
158900,5.062,32,1997,317,866,281,34.87,-120.41
350000,0.8894,20,1106,494,851,448,37.34,-121.89
199000,3.0139,11,4091,864,1927,765,33.15,-117.2
442900,3.2426,50,2989,832,1345,775,34.08,-118.33
253700,3.1397,52,830,183,479,179,34.16,-118.27
200000,3.0217,52,438,103,176,99,38.57,-121.47
268300,4.7143,26,3725,623,1516,627,32.78,-117.07
398800,8.5407,22,2711,352,1305,368,33.81,-118.07
193200,4.0167,35,2215,459,1594,446,34.21,-118.41
500000,3.2235,52,1006,251,349,233,37.8,-122.43
84700,1.2625,45,1528,291,801,287,37.73,-122.19
150600,3.2891,27,3794,772,1756,724,38.05,-122.14
175000,4.1696,30,2628,444,1372,432,36.74,-121.64
275000,6.6783,16,2770,406,1269,429,32.77,-116.92
87800,2.875,15,2180,416,960,370,35.16,-117.99
244400,3.5781,4,1611,239,275,84,33.89,-117.13
254500,4.1912,52,1193,200,506,207,37.88,-122.28
199100,3.233,25,5463,1265,3010,1179,33.79,-118.16
258300,3.0288,19,2294,716,1686,680,34.15,-118.23
350000,4.7188,27,991,194,543,155,36.97,-122.13
167600,4.1279,7,3619,770,1134,482,32.96,-117.1
270800,4.2813,52,2606,426,883,380,32.76,-117.1
160400,3.5586,33,1518,268,857,272,32.8,-116.92
263900,2.9911,52,1271,353,1076,324,37.74,-122.42
486900,4.25,52,2203,437,899,384,34.07,-118.37
131000,3.1768,31,2766,604,1441,552,38.11,-122.21
334000,6.5173,24,3678,567,1554,570,34.45,-119.81
225400,5.7338,5,3761,580,2335,648,34,-117.68
154500,4.1364,24,2237,491,264,95,39.27,-120.04
420000,2.1719,17,1573,272,142,55,36.86,-121.82
80000,2.6066,21,2403,483,1647,415,35.65,-119.77
57900,1.7813,29,1799,356,1278,387,36.43,-119.69
151200,3.2976,41,1722,363,1432,326,33.92,-118.21
107300,3.7802,10,1979,454,1117,389,34.08,-117.7
67500,1.075,52,114,26,158,26,35.38,-119.01
417600,3.1406,40,1667,365,1161,384,34.05,-118.31
315800,5.1412,18,3337,549,1449,519,37.05,-122.11
222400,2.6016,17,4041,1169,3309,1117,34.17,-118.3
159700,3.6923,45,1693,337,1255,333,33.81,-118.21
174000,2.7432,35,2597,522,1231,499,38.62,-122.86
99600,4.5179,22,2803,438,1234,457,36.83,-119.76
500001,6.8322,25,2355,381,823,358,32.92,-117.29
235400,4.2227,28,4194,811,2556,856,34.21,-119.19
439100,8.6718,32,4018,564,1400,568,33.99,-118.37
450700,8.8467,17,4542,621,2144,597,34.3,-118.52
177500,2.4827,6,5496,1374,2502,1189,38.36,-122.69
88500,3.125,14,1636,253,766,225,37.04,-119.94
